run,P0DT0H45M0S,P0DT1H0M0S,P0DT1H15M0S,P0DT1H30M0S,P0DT1H45M0S,P0DT2H0M0S,P0DT2H15M0S,P0DT2H30M0S,P0DT2H45M0S,P0DT3H0M0S,P0DT3H15M0S,P0DT3H30M0S,P0DT3H45M0S,P0DT4H0M0S,P0DT4H15M0S,P0DT4H30M0S,P0DT4H45M0S,P0DT5H0M0S,P0DT5H15M0S,P0DT5H30M0S,P0DT5H45M0S,P0DT6H0M0S,P0DT6H15M0S,P0DT6H30M0S,P0DT6H45M0S,P0DT7H0M0S,P0DT7H15M0S,P0DT7H30M0S,P0DT7H45M0S,P0DT8H0M0S,P0DT8H15M0S,P0DT8H30M0S,P0DT8H45M0S,P0DT9H0M0S,P0DT9H15M0S,P0DT9H30M0S,P0DT9H45M0S,P0DT10H0M0S,P0DT10H15M0S,P0DT10H30M0S,P0DT10H45M0S,P0DT11H0M0S,P0DT11H15M0S,P0DT11H30M0S,P0DT11H45M0S,P0DT12H0M0S,P0DT12H15M0S,P0DT12H30M0S,P0DT12H45M0S,P0DT13H0M0S,P0DT13H15M0S,P0DT13H30M0S,P0DT13H45M0S,P0DT14H0M0S,P0DT14H15M0S,P0DT14H30M0S,P0DT14H45M0S,P0DT15H0M0S,P0DT15H15M0S,P0DT15H30M0S,P0DT15H45M0S,P0DT16H0M0S,P0DT16H15M0S,P0DT16H30M0S,P0DT16H45M0S,P0DT17H0M0S,P0DT17H15M0S,P0DT17H30M0S,P0DT17H45M0S,P0DT18H0M0S,P0DT18H15M0S,P0DT18H30M0S,P0DT18H45M0S,P0DT19H0M0S,P0DT19H15M0S,P0DT19H30M0S,P0DT19H45M0S,P0DT20H0M0S,P0DT20H15M0S,P0DT20H30M0S,P0DT20H45M0S,P0DT21H0M0S,P0DT21H15M0S,P0DT21H30M0S,P0DT21H45M0S,P0DT22H0M0S,P0DT22H15M0S,P0DT22H30M0S,P0DT22H45M0S,P0DT23H0M0S,P0DT23H15M0S,P0DT23H30M0S,P0DT23H45M0S,P1DT0H0M0S,P1DT0H15M0S,P1DT0H30M0S,P1DT0H45M0S,P1DT1H0M0S,P1DT1H15M0S,P1DT1H30M0S,P1DT1H45M0S,P1DT2H0M0S,P1DT2H15M0S,P1DT2H30M0S,P1DT2H45M0S,P1DT3H0M0S,P1DT3H15M0S,P1DT3H30M0S,P1DT3H45M0S,P1DT4H0M0S,P1DT4H15M0S,P1DT4H30M0S,P1DT4H45M0S,P1DT5H0M0S,P1DT5H15M0S,P1DT5H30M0S,P1DT5H45M0S,P1DT6H0M0S,P1DT6H15M0S,P1DT6H30M0S,P1DT6H45M0S,P1DT7H0M0S,P1DT7H15M0S,P1DT7H30M0S,P1DT7H45M0S,P1DT8H0M0S,P1DT8H15M0S,P1DT8H30M0S,P1DT8H45M0S,P1DT9H0M0S,P1DT9H15M0S,P1DT9H30M0S,P1DT9H45M0S,P1DT10H0M0S,P1DT10H15M0S,P1DT10H30M0S,P1DT10H45M0S,P1DT11H0M0S,P1DT11H15M0S,P1DT11H30M0S,P1DT11H45M0S,P1DT12H0M0S
2018-11-18T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.82,9.33,13.84,18.36,46.31,74.27,102.23,130.18,159.02,187.86,216.7,244.89,264.1,283.31,302.52,321.73,329.34,336.95,344.57,352.18,347.0,341.81,336.63,330.64,313.26,295.89,278.51,261.14,234.03,206.92,179.81,152.7,122.84,92.98,63.12,34.67,26.0,17.34,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,4.45,8.63,12.8,16.98,44.69,72.41,100.12,127.84,156.69,185.55,214.4,242.6,261.67,280.74,299.81,318.88,326.28,333.68,341.08,348.48,,
2018-11-19T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,4.4,8.53,12.65,16.78,42.88,68.98,95.08,121.18,151.02,180.86,210.7,239.82,258.78,277.75,296.72,315.68,315.57,315.46,315.35,315.23,307.97,300.71,293.44,284.25,248.05,211.84,175.64,139.44,116.04,92.64,69.24,45.84,37.01,28.18,19.35,10.93,8.19,5.46,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2,0.39,0.59,0.78,4.21,7.64,11.06,14.49,18.0,21.51,25.02,28.6,33.15,37.7,42.26,46.81,48.46,50.11,51.76,53.41,,
2018-11-20T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.28,2.09,3.9,5.71,7.52,10.33,13.14,15.95,18.76,21.52,24.29,27.05,29.81,32.76,35.71,38.66,41.61,45.7,49.79,53.88,57.88,60.63,63.38,66.13,68.88,63.95,59.02,54.09,49.16,39.49,29.81,20.14,10.93,8.19,5.46,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,2.41,4.68,6.94,9.2,25.74,42.28,58.83,75.37,100.26,125.15,150.04,174.21,188.36,202.51,216.66,230.81,245.2,259.6,273.99,288.39,,
2018-11-21T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,3.37,6.53,9.69,12.85,37.37,61.89,86.42,110.94,136.69,162.43,188.18,213.72,236.38,259.05,281.71,304.38,304.39,304.4,304.41,304.42,291.32,278.22,265.11,252.89,253.01,253.13,253.24,253.36,220.27,187.19,154.1,121.02,93.57,66.12,38.68,12.84,9.63,6.42,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.11,2.15,3.19,4.23,18.33,32.42,46.52,60.62,89.04,117.46,145.88,173.9,196.23,218.55,240.88,263.21,263.08,262.96,262.83,262.7,,
2018-11-22T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.96,1.85,2.75,3.64,12.6,21.55,30.5,39.46,47.03,54.6,62.18,69.52,73.65,77.78,81.91,86.04,92.44,98.85,105.26,111.66,112.22,112.78,113.34,113.28,104.58,95.88,87.18,78.47,63.21,47.95,32.68,17.42,13.48,9.54,5.59,1.88,1.41,0.94,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.84,3.56,5.28,7.0,23.43,39.86,56.29,72.72,99.25,125.77,152.29,178.22,195.88,213.55,231.21,248.88,259.53,270.19,280.84,291.5,,
2018-11-23T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.98,1.89,2.81,3.72,15.34,26.95,38.57,50.18,69.83,89.47,109.11,128.6,145.92,163.23,180.55,197.87,204.28,210.7,217.11,223.53,209.91,196.3,182.68,168.56,147.4,126.23,105.07,83.9,74.41,64.91,55.42,45.92,36.98,28.04,19.1,10.58,7.93,5.29,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.4,0.78,1.16,1.54,6.15,10.75,15.36,19.97,25.25,30.54,35.83,41.29,49.22,57.14,65.06,72.99,66.65,60.32,53.99,47.65,,
2018-11-24T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.35,0.52,0.69,2.68,4.67,6.66,8.66,17.94,27.22,36.5,45.62,52.53,59.44,66.35,73.26,79.35,85.44,91.53,97.62,95.97,94.32,92.67,90.73,84.76,78.78,72.81,66.83,58.3,49.77,41.24,32.7,25.96,19.22,12.48,6.09,4.57,3.05,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.19,0.28,0.37,0.53,0.69,0.85,1.01,1.91,2.8,3.7,4.65,6.19,7.74,9.28,10.82,12.53,14.23,15.93,17.64,,
2018-11-25T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.25,0.37,0.49,0.95,1.42,1.88,2.34,4.78,7.21,9.65,12.17,15.86,19.56,23.25,26.95,31.42,35.9,40.37,44.84,43.62,42.4,41.18,39.67,33.96,28.25,22.54,16.84,14.55,12.27,9.98,7.7,5.93,4.16,2.39,0.73,0.55,0.36,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.18,0.24,1.42,2.61,3.79,4.98,7.25,9.52,11.8,14.07,16.35,18.63,20.92,23.2,23.71,24.22,24.73,25.24,,
2018-11-26T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.55,1.09,1.62,2.16,3.98,5.81,7.63,9.41,10.54,11.68,12.81,13.94,15.21,16.48,17.75,19.02,22.16,25.3,28.44,31.27,29.8,28.32,26.85,25.38,21.81,18.24,14.67,11.1,8.62,6.13,3.65,1.3,0.98,0.65,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.46,0.9,1.33,1.77,10.01,18.25,26.49,34.74,48.14,61.55,74.95,88.21,99.32,110.43,121.54,132.65,131.65,130.66,129.67,128.67,,
2018-11-27T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.97,1.88,2.8,3.71,19.24,34.78,50.32,65.85,84.3,102.74,121.18,138.52,140.32,142.13,143.93,145.74,147.06,148.39,149.72,151.04,137.16,123.28,109.4,96.11,90.94,85.78,80.61,75.45,64.47,53.49,42.5,31.52,23.71,15.89,8.08,0.77,0.58,0.39,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.05,1.13,2.21,3.29,4.37,5.32,6.28,7.23,8.28,10.65,13.01,15.37,17.73,32.93,48.12,63.32,78.51,,
2018-11-28T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.19,0.28,0.37,2.35,4.33,6.31,8.29,11.9,15.51,19.12,23.15,33.03,42.91,52.79,62.67,63.72,64.77,65.82,66.86,62.49,58.12,53.75,49.26,43.1,36.95,30.8,24.64,27.89,31.13,34.38,37.62,28.76,19.91,11.05,2.74,2.05,1.37,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.24,0.47,0.7,0.92,3.25,5.58,7.91,10.23,23.08,35.93,48.78,60.83,61.59,62.36,63.12,63.89,68.01,72.14,76.27,80.39,,
2018-11-29T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.14,0.19,1.8,3.42,5.03,6.64,10.29,13.93,17.57,21.22,25.01,28.79,32.58,36.37,41.75,47.13,52.51,57.88,81.3,104.72,128.14,148.76,130.36,111.95,93.54,75.14,59.28,43.42,27.56,11.7,9.79,7.89,5.98,4.14,3.1,2.07,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.34,0.5,0.67,3.28,5.89,8.5,11.11,24.85,38.59,52.33,66.61,88.6,110.59,132.58,154.57,160.29,166.01,171.73,177.45,,
2018-11-30T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.25,0.48,0.71,0.94,6.25,11.56,16.88,22.19,29.34,36.49,43.64,50.8,57.97,65.14,72.31,79.49,128.6,177.7,226.81,275.92,262.66,249.4,236.14,223.54,220.23,216.92,213.61,210.3,187.83,165.36,142.89,120.42,94.47,68.51,42.56,18.03,13.53,9.02,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2,0.4,0.59,0.78,2.47,4.15,5.84,7.52,10.62,13.72,16.82,19.67,18.99,18.31,17.63,16.95,16.41,15.87,15.32,14.78,,
2018-12-01T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.4,0.78,1.16,1.54,5.43,9.31,13.2,17.09,22.33,27.57,32.81,37.54,35.19,32.83,30.47,28.11,26.94,25.76,24.59,23.41,25.93,28.44,30.95,32.83,25.77,18.7,11.64,4.58,3.81,3.04,2.28,1.51,1.13,0.76,0.39,0.04,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.04,1.29,2.54,3.79,5.05,31.11,57.17,83.24,106.68,93.31,79.95,66.59,53.22,51.83,50.44,49.05,47.66,,
2018-12-02T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.47,2.93,4.38,5.84,6.63,7.41,8.19,9.54,18.97,28.4,37.83,47.26,45.0,42.75,40.5,38.24,38.34,38.43,38.52,38.3,33.78,29.25,24.72,20.2,16.37,12.54,8.71,4.88,3.83,2.77,1.71,0.71,0.54,0.36,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.38,0.73,1.09,1.44,11.38,21.32,31.25,41.19,68.13,95.07,122.01,146.85,142.39,137.93,133.46,129.0,128.63,128.26,127.89,127.53,,
2018-12-03T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.17,0.26,0.34,0.73,1.12,1.51,1.9,4.68,7.47,10.26,12.98,14.86,16.75,18.63,20.51,23.6,26.68,29.77,32.86,30.1,27.34,24.58,21.7,17.09,12.48,7.87,3.25,2.53,1.81,1.08,0.36,0.27,0.18,0.09,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.18,0.24,2.18,4.11,6.05,7.98,11.94,15.9,19.86,23.68,25.45,27.23,29.01,30.79,31.52,32.24,32.96,33.69,,
2018-12-04T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.37,0.72,1.07,1.42,5.81,10.19,14.57,18.95,20.77,22.59,24.41,27.57,49.42,71.27,93.12,114.97,146.66,178.34,210.03,241.71,248.77,255.82,262.87,268.49,254.04,239.58,225.12,210.66,181.25,151.84,122.43,93.01,71.79,50.57,29.34,9.38,7.03,4.69,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.03,1.15,2.26,3.37,4.48,8.65,12.82,16.98,21.03,23.44,25.85,28.26,30.67,42.29,53.91,65.53,77.15,,
2018-12-05T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.23,0.34,0.45,4.02,7.59,11.16,14.74,17.69,20.65,23.61,27.19,39.53,51.87,64.21,76.55,88.43,100.31,112.19,124.06,109.85,95.63,81.42,67.93,64.59,61.25,57.91,54.57,48.76,42.95,37.15,31.34,23.81,16.29,8.76,1.71,1.28,0.86,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.09,0.92,1.74,2.57,3.4,11.6,19.8,27.99,36.33,46.64,56.95,67.26,77.57,90.45,103.34,116.22,129.11,,
2018-12-06T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.22,0.32,0.43,2.24,4.04,5.85,7.66,15.27,22.89,30.5,38.13,46.09,54.05,62.0,69.96,60.19,50.42,40.65,30.88,31.59,32.3,33.01,33.52,31.29,29.06,26.82,24.59,19.7,14.81,9.92,5.03,3.99,2.96,1.92,0.94,0.7,0.47,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.08,1.76,3.44,5.12,6.8,25.83,44.86,63.89,80.7,66.52,52.34,38.15,23.97,27.01,30.05,33.09,36.14,,
2018-12-07T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.07,1.62,3.17,4.72,6.27,11.02,15.77,20.52,26.2,44.94,63.68,82.42,101.16,97.25,93.34,89.43,85.52,66.81,48.1,29.39,11.78,9.58,7.37,5.16,2.95,2.93,2.9,2.87,2.84,5.86,8.88,11.9,14.48,10.86,7.24,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.4,0.77,1.14,1.51,17.29,33.06,48.83,64.61,89.8,115.0,140.19,165.03,184.88,204.74,224.59,244.44,206.83,169.22,131.61,94.0,,
2018-12-08T00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.3,0.58,0.86,1.15,14.76,28.37,41.98,55.59,78.65,101.72,124.79,147.37,163.2,179.03,194.86,210.69,208.4,206.1,203.81,201.52,159.18,116.84,74.51,35.74,47.03,58.31,69.59,80.88,61.93,42.98,24.03,5.08,4.25,3.42,2.59,1.79,1.34,0.89,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.33,0.49,0.65,13.95,27.26,40.56,53.86,69.01,84.17,99.32,114.65,132.57,150.49,168.41,186.33,146.8,107.27,67.74,28.21,,
